source_id,ra,dec,pmra,pmdec,ref_epoch,phot_g_mean_mag,bp_rp,ruwe,duplicated_source
32643645530918016,43.5751966182403,15.495320965439035,84.82337304301342,-32.06840872385611,2016.0,8.480649,0.5408287,1.7313781,False
32637632576710016,43.48078197832838,15.427016014566252,17.650285124648228,-14.873832697223143,2016.0,8.564385,0.10825634,1.0073584,True
32643233214056960,43.613756712506,15.488647865040893,17.389272780855922,2.0994038951719203,2016.0,9.961554,1.4107351,1.2283732,False
32634574560000000,43.4649524503796,15.351832229458319,-25.878274510743054,-37.0311111289114,2016.0,10.182193,1.1830959,1.2303796,False
32642988400253440,43.66503082433292,15.470886874631773,2.0980176854843404,7.65727391242162,2016.0,10.45969,1.3821373,1.1525694,False
32635845870318208,43.5206263880112,15.358320217333544,5.569737442522704,-6.996187368333532,2016.0,11.022281,1.354847,1.1368061,False
32610831980797440,43.29113778931866,15.261823949881988,-4.189135434695872,-43.18749664646475,2016.0,11.204843,0.9658203,0.88517123,False
33392236855259776,43.314704172754595,15.506126960714676,1.4649050189206236,-9.421631362255892,2016.0,11.464064,1.2893362,1.0697014,False
32639380627725824,43.26768796132821,15.409710938275722,6.318955835144027,-48.32279574628821,2016.0,11.58374,0.8570423,0.9110779,False
32622303838470784,43.47531228034569,15.284449174652226,3.5999572313235486,-17.713168739228088,2016.0,11.645139,0.919631,2.3278937,False
32597496106662656,43.35023335839813,15.167171542156671,9.859050564905106,7.178495507378615,2016.0,11.782399,0.68105793,0.9547662,False
32596602753465472,43.40358100532569,15.155516242290375,34.14644005611818,-15.989464751853617,2016.0,11.94032,1.0382738,1.2116817,False
32622170694452736,43.512130365878775,15.283979558554918,-1.7396720572831708,-5.459823791166082,2016.0,11.961487,1.449997,1.0579989,False
32636189467701120,43.48691726458287,15.384758369250488,25.881809268014862,-21.505013896415527,2016.0,12.203564,1.0692501,1.091744,False
34150835454483840,43.68123408118962,15.640857522608762,1.4207407407895405,-3.8116341030259973,2016.0,12.281538,1.2842875,1.0771736,False
33404095260501632,43.36208842620439,15.723728911181482,3.6155757745866097,-2.697808327267261,2016.0,12.291106,0.8436613,1.0039148,False
32635364833983104,43.41936293116758,15.364481019993136,-6.882283323525556,-6.310113241674126,2016.0,12.465558,0.84253216,5.412833,False
32611278657393920,43.32077680511398,15.294977106675002,2.400065826150772,-2.2868650847776655,2016.0,12.621815,1.2725077,1.1867183,False
32614680271491328,43.289165973646696,15.333281680450925,-5.592735433070506,-6.913063823683765,2016.0,12.771024,1.0263395,1.0576652,False
32645707115215616,43.63895445297611,15.556427836442719,-1.053540174397433,-1.442970597500347,2016.0,12.872063,1.3200474,0.9904481,False
32634677639459712,43.359805082777875,15.305079137948482,0.17480520919154874,-5.3622961927021064,2016.0,13.06079,0.09292126,1.4822438,False
32609595030295936,43.3019748953494,15.197672519638347,-15.155719211998376,-53.24237741130615,2016.0,13.079795,1.028986,0.9729548,False
33399731573947136,43.46266810613165,15.645957074550713,7.396166708979894,-7.341267973931233,2016.0,13.18724,0.93213844,26.207117,False
32614439753322368,43.31986448930272,15.326179083114734,4.220115993381951,0.6066556639883806,2016.0,13.206999,0.8027029,1.0906638,False
32648421534548096,43.49605704292402,15.575223982343552,18.32752039288339,-10.239762195193103,2016.0,13.232406,0.9432564,1.0091872,False
32617085453181184,43.5414313062226,15.154388227386733,0.3941125393568503,4.993293443999741,2016.0,13.28184,0.9385576,1.016185,False
32621414780213376,43.455589234599806,15.223264329738113,-13.38063245244502,-20.765312390885995,2016.0,13.306767,1.175456,1.3239219,False
32642541723654784,43.615673310496064,15.460545100211093,-14.7429353390465,-11.69037547162487,2016.0,13.393635,1.4280729,8.974869,False
33401037243837952,43.48810018894582,15.657660898961433,22.996253849716187,-11.222493579258614,2016.0,13.395666,0.91380405,0.9663139,False
32619559354336512,43.6112562225434,15.24697659781789,31.720226680373074,-10.512261507631534,2016.0,13.408203,0.9440241,1.0531076,False
33393718619524864,43.29838443975924,15.574334225404787,11.620387372527368,2.7505106182330206,2016.0,13.419153,0.94811535,1.0769846,False
33400728006193024,43.40735512231201,15.684288939694502,11.311915580069629,-5.115705942351282,2016.0,13.488063,1.1581182,0.9553218,False
32647906138723200,43.46173782325884,15.543481842859075,-2.0352251625809403,0.5747510782813565,2016.0,13.495627,0.733593,5.586314,False
33391760114442880,43.2647701802685,15.517007954497814,18.085329275798458,-37.400665867982724,2016.0,13.516043,1.0653114,1.0210863,False
33390523163865856,43.286456809210854,15.458475001571223,36.30201137873217,-17.346169201913693,2016.0,13.572605,1.551733,1.0308369,False
33397704349175168,43.21198986323295,15.612813970141445,10.252883294893001,-5.25398669902984,2016.0,13.6231985,0.87945366,1.1244828,False
32637151540375552,43.4281257379038,15.405989441346257,4.222408509687261,-104.65062923371391,2016.0,13.649482,1.5243444,1.0122439,False
32646905410426112,43.51496062820854,15.52514030265379,3.5722734678482886,-0.7542796980492823,2016.0,13.660778,1.0648527,1.1981602,False
32626259503309440,43.73931511400942,15.34522519588889,-23.208584911574892,-21.841308297117436,2016.0,13.6743965,1.0851612,0.99661595,False
32624232278801664,43.58790225608974,15.343630188678802,11.789656825971006,-18.07605122311896,2016.0,13.735332,1.1314478,4.004504,False
32619799872501632,43.68555041368171,15.27027661613971,-0.037208289181858756,1.9771621295725046,2016.0,13.779638,0.8260546,1.0668532,False
32596641408854528,43.41883241040134,15.164632000409265,11.347509777814988,-5.4420009014502115,2016.0,13.787178,0.819046,1.033612,False
32629588102291712,43.67651278477662,15.38705919575829,10.237709512921015,9.601511191477234,2016.0,13.847092,1.1767826,1.0259502,False
32633440688617472,43.75247732541571,15.538450264402224,26.97515684105641,-9.584778585021654,2016.0,13.962159,1.0982714,1.6532762,False
32637319043423104,43.46303714377548,15.431483968476696,14.814455520914015,-14.879832350478495,2016.0,14.000396,1.1606646,2.8946888,False
34134686377451264,43.779771454711735,15.556542912429373,-2.1188318205304038,-2.021143903009282,2016.0,14.023999,1.3643379,1.0838927,False
