date,filter,frames_ok,frames_total,median_stars,median_rms_2d_mas,p16_rms_2d_mas,p84_rms_2d_mas,median_loo_2d_rms_mas,p16_loo_2d_rms_mas,p84_loo_2d_rms_mas,median_rms_2d_pix,median_scale_arcsec_pix
2025-09-02,R,18,20,13.5,190.40282930322252,130.7563374660852,239.3281550454223,236.44811784902407,156.19680856486016,296.83858994049797,0.38960228313083095,0.48878228727503037
2025-09-03,H_alpha,85,99,6.0,133.59386096193626,84.1741440544854,282.74372668634624,253.5528014093616,154.26470133919207,518.977572684888,0.2731663822357885,0.48915851265224636
2025-09-03,R,98,98,18.0,130.13941800730862,108.42834648008764,161.07483880982065,142.3381229843751,116.20013686859201,179.38043857824266,0.2661289261653581,0.4889571119136856
2025-10-10,R,10,10,17.0,119.8813072673723,110.71678647794161,144.60248437616036,137.1901201764935,125.1824472808588,163.15475690949108,0.24553605483157803,0.48826175252720905
